locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
934553,"Casey's Pizza, LLC",Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,Sa:12PM-4PM;Tu/We/Th:3PM-8PM,,8/29/2017 0:00,2/13/2017,0,7/15/2018 0:00,"(37.788778723378, -122.402574568411)"
934620,May Catering,Truck,9050000,MINNA ST: 10TH ST to 11TH ST (900 - 999),911 MINNA ST,3510043,3510,43,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008034.46,2110104.285,37.77439801,-122.4156587,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:8PM-9PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7743980109403, -122.415658655811)"
934610,May Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2400 CESAR CHAVEZ ST,4328A005,4328A,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012051.606,2101106.273,37.74991647,-122.4011301,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:6AM-7AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.749916469391, -122.401130112212)"
934601,May Catering,Truck,6751000,HARRISON ST: 19TH ST to MISTRAL ST (2301 - 2360),2301 HARRISON ST,4083008,4083,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008876.646,2104879.645,37.76009967,-122.412376,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:11AM-12PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7600996654893, -122.412375997322)"
934574,May Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011789.79,2100273.801,37.74761607,-122.401977,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:7AM-8AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7476160722331, -122.401976975724)"
934623,May Catering,Truck,12775000,ULLOA ST: WOODSIDE AVE to SYDNEY WAY (1 - 56),2 ULLOA ST,2914001,2914,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,5996669.215,2099864.483,37.74563668,-122.4542332,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Su:9AM-10AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7456366838808, -122.454233188657)"
934608,May Catering,Truck,3889000,CHANNEL ST: END to END (0 - 0),Assessors Block 3810/Lot008,3810008,3810,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013705.031,2109129.688,37.77203911,-122.3959746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.772039113525, -122.395974631586)"
1200163,Natan's Catering,Truck,188101,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,4,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(0, 0)"
1200134,Natan's Catering,Truck,0,,Assessors Block 5598/Lot031,5598031,5598,31,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010555.368,2097635.855,37.74030387,-122.4060597,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.740303872806, -122.406059743494)"
1200142,Natan's Catering,Truck,0,,Assessors Block 4227/Lot012,4227012,4227,12,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014953.292,2102226.967,37.75315511,-122.3911742,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7531551067155, -122.391174184456)"
1200136,Natan's Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,4232010,4232,10,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7550307267667, -122.384530734223)"
1200137,Natan's Catering,Truck,0,,Assessors Block 4172/Lot010,4172010,4172,10,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015746.892,2103656.591,37.75712456,-122.3885295,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7571245603861, -122.388529515257)"
1200162,Natan's Catering,Truck,7727000,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,3958001D,3958,001D,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011363.148,2106748.619,37.76537067,-122.4039078,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7653706693171, -122.403907848212)"
1200154,Natan's Catering,Truck,1400001,25TH ST: MARYLAND ST to MICHIGAN ST (400 - 699),Assessors Block 4241/Lot002,4241002,4241,2,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016991.219,2102253.193,37.75334,-122.3841284,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7533400011811, -122.384128384237)"
1200135,Natan's Catering,Truck,0,,Assessors Block 7295/Lot022,7295022,7295,22,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,5989624.724,2094318.981,37.73000368,-122.4781863,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7300036831892, -122.478186325415)"
1200144,Natan's Catering,Truck,0,,Assessors Block 5369/Lot003,5369003,5369,3,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011013.658,2096830.358,37.73811777,-122.4044185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7381177715919, -122.404418467212)"
1200157,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,24,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.137,2095078.992,37.7331424,-122.4145686,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7331423951426, -122.414568632419)"
1200138,Natan's Catering,Truck,0,,Assessors Block 4058/Lot010,4058010,4058,10,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015895.442,2105131.652,37.76118299,-122.3881187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7611829945051, -122.388118704077)"
1009867,Golden Gate Halal Food,Push Cart,8749101,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,979 MARKET ST,3704068,3704,68,16MFF-0094,REQUESTED,Pulao Plates & Sandwiches: Various Drinks,6009863.636,2112937.779,37.78228077,-122.4095312,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0094&ExportPDF=1&Filename=16MFF-0094_schedule.pdf,Mo/Tu/Th:8AM-8PM,,,4/18/2016,0,7/15/2019 0:00,"(37.7822807724186, -122.40953118732)"
1200145,Natan's Catering,Truck,797000,17TH ST: MISSION ST to HOFF ST (3300 - 3343),3335 17TH ST,3576086,3576,86,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6006602.872,2106039.462,37.76315639,-122.4203222,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7631563932265, -122.420322231526)"
1200141,Natan's Catering,Truck,381000,07TH ST: HOOPER ST to IRWIN ST (1100 - 1199),1140 07TH ST,3820002,3820,2,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6012967.316,2107764.443,37.76824939,-122.3984307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7682493867935, -122.398430650214)"
1200156,Natan's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014340.249,2099120.438,37.7445912,-122.3930769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7445911950917, -122.393076880858)"
1200139,Natan's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1580 BURKE AVE,5203066,5203,66,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7447521916164, -122.385679248721)"
1200131,Natan's Catering,Truck,0,,Assessors Block 8722/Lot003,8722003,8722,3,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014776.597,2107430.478,37.76743302,-122.3921491,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7674330173312, -122.392149114172)"
1200161,Natan's Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3201 03RD ST,4377001,4377,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016160.221,2100487.333,37.74844534,-122.386879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7484453388377, -122.38687903198)"
1200152,Natan's Catering,Truck,9212000,MISSOURI ST: 20TH ST to SIERRA ST (500 - 630),555 MISSOURI ST,4101031,4101,31,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013632.016,2104493.013,37.75930377,-122.3959022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7593037663834, -122.395902231236)"
1200148,Natan's Catering,Truck,0,,Assessors Block 4103/Lot023A,4103023A,4103,023A,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014314.885,2104114.856,37.7583034,-122.3935141,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7583033956425, -122.393514054817)"
1200159,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.74647051,-122.3889908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7464705066471, -122.388990808654)"
1200143,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7685432890242, -122.408492892439)"
1200160,Natan's Catering,Truck,8694000,MARIN ST: END to MICHIGAN ST (800 - 899),888 MARIN ST,4358007,4358,7,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016687.302,2100845.634,37.74945833,-122.3850813,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.749458329027, -122.385081339678)"
1200150,Natan's Catering,Truck,8954000,MENDELL ST: CARGO WAY to NEWHALL ST (1 - 199),151 MENDELL ST,4570019,4570,19,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6017284.437,2098416.063,37.74282023,-122.3828474,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7428202346759, -122.382847355518)"
1200153,Natan's Catering,Truck,7174000,ILLINOIS ST: 25TH ST to END (1500 - 1599),Assessors Block 4296/Lot010,4296010,4296,10,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016154.266,2101929.534,37.75240499,-122.3870002,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7524049924783, -122.387000196298)"
1200165,Natan's Catering,Truck,4345000,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,3983037,3983,37,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013067.343,2106377.709,37.7644473,-122.3979874,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7644472955619, -122.397987371508)"
1200164,Natan's Catering,Truck,7164000,,Assessors Block 8722/Lot001,8722001,8722,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016110.001,2107608.418,37.76799555,-122.3875494,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7679955456856, -122.387549426547)"
1200146,Natan's Catering,Truck,0,,Assessors Block 4046/Lot001,4046001,4046,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016675.163,2105416.559,37.76200846,-122.3854418,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7620084580302, -122.385441811568)"
1200151,Natan's Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,3941001,3941,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016208.818,2106421.254,37.76474132,-122.3871248,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.764741322675, -122.387124812179)"
1200133,Natan's Catering,Truck,6759001,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008722.691,2100785.001,37.74884806,-122.412619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7488480565663, -122.412618994655)"
1200166,Natan's Catering,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),Assessors Block 8732/Lot001,8732001,8732,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015193.322,2108612.958,37.77070298,-122.3907904,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7707029760975, -122.390790355566)"
1200149,Natan's Catering,Truck,2468000,CESAR CHAVEZ ST: 03RD ST to TENNESSEE ST (1000 - 1099),Assessors Block 4315/Lot03008,431503008,4315,3008,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(0, 0)"
1200140,Natan's Catering,Truck,698000,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,8718001,8718,1,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015149.302,2107435.061,37.76746629,-122.3908603,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7674662871448, -122.390860289431)"
1012444,Golden Gate Halal Food,Push Cart,8751101,MARKET ST: 07TH ST \ CHARLES J BRENHAM PL to 08TH ST \ GROVE ST \ HYDE ST (1101 - 1199) -- SOUTH --,1169 MARKET ST,3702051,3702,51,16MFF-0094,REQUESTED,Pulao Plates & Sandwiches: Various Drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0094&ExportPDF=1&Filename=16MFF-0094_schedule.pdf,We/Fr/Sa:8AM-8PM,,,4/18/2016,0,7/15/2019 0:00,"(0, 0)"
1200155,Natan's Catering,Truck,6721000,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),950 HARRISON ST,3753241,3753,241,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011666.481,2111483.537,37.77838862,-122.4031918,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7783886157866, -122.403191783229)"
1200158,Natan's Catering,Truck,1507000,26TH ST: RHODE ISLAND ST to KANSAS ST (2200 - 2299),Assessors Block 4281a/Lot012A,4281a012A,4281a,012A,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011939.286,2101416.045,37.75076077,-122.4015403,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7507607694601, -122.401540291357)"
1200132,Natan's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013220.459,2100301.58,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7477720916075, -122.397031718978)"
1200167,Natan's Catering,Truck,185205,,1650 03RD ST,8711007,8711,7,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014983.883,2108042.285,37.76912441,-122.3914749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7691244121681, -122.391474911246)"
1200147,Natan's Catering,Truck,0,,Assessors Block 5216/Lot030,5216030,5216,30,18MFF-0091,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015212.23,2099399.714,37.74540643,-122.3900812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0091&ExportPDF=1&Filename=18MFF-0091_schedule.pdf,,,8/6/2018 0:00,8/6/2018,1,7/15/2019 0:00,"(37.7454064294164, -122.390081224847)"
1212846,Tacos Lol-Tun,,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1424 YOSEMITE AVE,4831013,4831,13,18MFF-0101,REQUESTED,Tortas: burritos: tacos: ensaladas: sodas,6015579.844,2092048.178,37.72524098,-122.3882971,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0101&ExportPDF=1&Filename=18MFF-0101_schedule.pdf,,,,8/31/2018,0,,"(37.7252409817765, -122.388297073151)"
1123285,"Expresso Subito, LLC.",Truck,9091000,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,3708019,3708,19,18MFF-0013,APPROVED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,6012696.635,2115129.488,37.78845703,-122.3998842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0013&ExportPDF=1&Filename=18MFF-0013_schedule.pdf,,,9/13/2018 0:00,3/15/2018,0,7/15/2019 0:00,"(37.7884570288289, -122.399884160566)"
